created_at,entry_id,field1,latitude,longitude,elevation,status
2024-04-20T10:36:15+00:00,69,170,,,,
2024-04-20T10:36:31+00:00,70,595,,,,
2024-04-20T10:36:48+00:00,71,591,,,,
2024-04-20T10:37:05+00:00,72,197,,,,
2024-04-20T10:37:22+00:00,73,197,,,,
2024-04-20T10:37:38+00:00,74,186,,,,
2024-04-20T10:37:54+00:00,75,164,,,,
2024-04-20T10:38:10+00:00,76,181,,,,
2024-04-20T10:38:27+00:00,77,177,,,,
2024-04-20T10:38:43+00:00,78,188,,,,
2024-04-20T10:39:00+00:00,79,183,,,,
2024-04-20T10:39:16+00:00,80,208,,,,
2024-04-20T10:39:32+00:00,81,186,,,,
2024-04-20T10:39:50+00:00,82,202,,,,
2024-04-20T10:40:07+00:00,83,194,,,,
2024-04-20T10:40:24+00:00,84,199,,,,
2024-04-20T10:40:43+00:00,85,177,,,,
2024-04-20T10:40:59+00:00,86,176,,,,
2024-04-20T10:41:16+00:00,87,178,,,,
2024-04-20T10:41:32+00:00,88,186,,,,
2024-04-20T10:41:48+00:00,89,176,,,,
2024-04-20T10:42:05+00:00,90,180,,,,
2024-04-20T10:42:21+00:00,91,200,,,,
2024-04-20T10:42:39+00:00,92,184,,,,
2024-04-20T10:42:56+00:00,93,186,,,,
2024-04-20T10:43:13+00:00,94,197,,,,
2024-04-20T10:43:29+00:00,95,180,,,,
2024-04-20T10:43:45+00:00,96,197,,,,
2024-04-20T10:44:01+00:00,97,198,,,,
2024-04-20T10:44:18+00:00,98,183,,,,
2024-04-20T10:44:34+00:00,99,184,,,,
2024-04-20T10:44:51+00:00,100,195,,,,
2024-04-20T10:45:07+00:00,101,201,,,,
2024-04-20T10:45:24+00:00,102,202,,,,
2024-04-20T10:45:40+00:00,103,178,,,,
2024-04-20T10:45:56+00:00,104,157,,,,
2024-04-20T10:46:13+00:00,105,182,,,,
2024-04-20T10:46:29+00:00,106,183,,,,
2024-04-20T10:46:45+00:00,107,196,,,,
2024-04-20T10:47:02+00:00,108,188,,,,
2024-04-20T10:47:19+00:00,109,185,,,,
2024-04-20T10:47:35+00:00,110,173,,,,
2024-04-20T10:47:51+00:00,111,205,,,,
2024-04-20T10:48:08+00:00,112,195,,,,
2024-04-20T10:48:24+00:00,113,205,,,,
2024-04-20T10:48:40+00:00,114,193,,,,
2024-04-20T10:48:56+00:00,115,202,,,,
2024-04-20T10:49:13+00:00,116,195,,,,
2024-04-20T10:49:29+00:00,117,182,,,,
2024-04-20T10:49:46+00:00,118,198,,,,
2024-04-20T10:50:02+00:00,119,202,,,,
2024-04-20T10:50:18+00:00,120,200,,,,
2024-04-20T10:50:35+00:00,121,201,,,,
2024-04-20T10:50:51+00:00,122,180,,,,
2024-04-20T10:51:08+00:00,123,158,,,,
2024-04-20T10:51:24+00:00,124,159,,,,
2024-04-20T10:51:41+00:00,125,162,,,,
2024-04-20T10:51:58+00:00,126,172,,,,
2024-04-20T10:52:15+00:00,127,159,,,,
2024-04-20T10:52:31+00:00,128,151,,,,
2024-04-20T10:52:49+00:00,129,159,,,,
2024-04-20T10:53:06+00:00,130,204,,,,
2024-04-20T10:53:22+00:00,131,195,,,,
2024-04-20T10:53:39+00:00,132,156,,,,
2024-04-20T10:53:55+00:00,133,111,,,,
2024-04-20T10:54:12+00:00,134,145,,,,
2024-04-20T10:54:28+00:00,135,163,,,,
2024-04-20T10:54:44+00:00,136,159,,,,
